LD1,LD2
-2.9637066782208077,-0.8252079020598392
-3.916318271338588,1.5432981022478804
3.4795271504007936,0.8761133526988453
-3.6288534838887108,-1.2469587112025446
6.009356652563331,0.16663533616144083
-1.0780164702965267,-1.4256634867481592
-4.89793069399068,1.9890797572637147
2.2484162828854553,-0.1935240926897181
-1.8079040057906686,-1.3325134618407382
2.9439815839719135,0.9596882143099316
-3.4101400192977116,1.6355741321520607
-0.15571332271019558,-0.11306613699005823
2.746305432017228,0.7622355283082017
-2.541125724174265,-1.446391286231475
4.4476318146478935,1.2993612460748023
-1.0406997794953043,-1.3529634544722937
-4.014327658224995,1.0997040962216833
3.1656621000667613,-0.10519305586912846
-0.123453962313974,-1.2646324176517076
4.771597184656781,1.8316315712998386
-3.1344061713466127,-1.0024519978270656
1.9244509128765581,-0.7257944179147623
-4.481558599640654,1.3769334984650103
5.0750046666243795,0.681876789940577
-2.2751349472062783,-1.055284059597412
3.758942547239125,-0.5491323442735564
-3.935345553754401,1.7716404358044846
0.7001160648403936,-0.8771511063828571
2.9677462358145874,-0.8041732672551732
-2.568442109499122,-0.3545653615811721
4.082907917248069,-0.01686201904853262
-0.7747090025274337,-0.9618562278382227
-3.137840368434612,0.404082193144
2.5278316797237843,-1.618769789662119
-1.5659053139519323,-1.2168971508198863
4.188417057159191,1.8265347763612616
-4.03452829757454,1.9977762629076203
0.608049066995337,-0.8447690372439923
3.2337370127825382,-0.4130660406211361
-3.3936209288353916,-0.4752784675405956
